,Não_Extrema Pobreza,Não_Pobreza,Sim_Extrema Pobreza,Sim_Pobreza,Sem Resposta_Extrema Pobreza,Sem Resposta_Pobreza,TOTAL_Extrema Pobreza,TOTAL_Pobreza,ano,mes
0,1567764.0,1297764.0,17630042.0,2008976.0,0.0,0.0,19197806.0,3306740.0,2022,7
