,Não_Extrema Pobreza,Não_Pobreza,Sim_Extrema Pobreza,Sim_Pobreza,Sem Resposta_Extrema Pobreza,Sem Resposta_Pobreza,TOTAL_Extrema Pobreza,TOTAL_Pobreza,ano,mes
0,5172792.0,2874586.0,42096191.0,6168408.0,0.0,0.0,47268983.0,9042994.0,2022,6
